influencer_id,name,platform,niche,country,followers,following,follower_following_ratio,posts,account_creation_year,account_age_days,posting_freq_per_week,avg_likes,avg_comments,avg_views,engagement_rate,follower_growth_30d,bot_score,fraud_flag,sentiment_score,content_type,relevance_score,age_13_17_pct,age_18_24_pct,age_25_34_pct,age_35_44_pct,age_45_plus_pct,male_pct,female_pct,other_pct,estimated_cpa,estimated_roi_score
inf_100811,Sam Martinez,TikTok,Fitness,Germany,15289,1780,8.59,26,2021,1816,2,274,16,33216,0.0221,-24,0.577,0,0.481,Short,0.197,0.012,0.21,0.273,0.016,0.49,0.382,0.617,0.001,1536.86,0
inf_100812,Rowan Davis,Instagram,Gaming,Philippines,3065,307,9.98,157,2020,2094,4,50,4,160,0.0271,1,0.458,0,0.282,Reel,0.122,0,0.076,0.285,0.036,0.603,0.05,0.947,0.003,815.46,0.053
inf_100813,Emerson Garcia,Twitter,Photography,Spain,1456,332,4.39,313,2020,2078,8,28,1,51,0.0268,27,0.264,0,0.463,Text,0.664,0.003,0.087,0.226,0.183,0.501,0.175,0.824,0.001,474.27,0.105
inf_100814,Morgan Anderson,TikTok,Gaming,India,1162,33,35.21,45,2021,1723,4,11,1,433,0.0072,78,0.041,0,0,Short,0.414,0.127,0.131,0.361,0.039,0.341,0.85,0.145,0.004,5000,0
inf_100815,Emerson Taylor,YouTube,Fitness,Mexico,536,21,25.52,133,2023,1077,6,19,1,689,0.0415,27,0.25,0,0.057,Long-form,0.19,0.055,0.136,0.278,0.092,0.439,0.602,0.396,0.002,64.18,0.052
inf_100816,Kai Lewis,YouTube,Beauty,Brazil,4741,1107,4.28,187,2022,1315,4,112,6,2000,0.0344,2,1,1,-0.533,Long-form,0.21,0.001,0.164,0.32,0.011,0.505,0.587,0.41,0.003,243.77,0.154
inf_100817,Riley Brown,Instagram,Health,Philippines,8227,928,8.87,35,2021,1800,9,62,7,229,0.011,260,0.255,0,-0.081,Photo,0.606,0.007,0.195,0.293,0.214,0.291,0.604,0.393,0.003,899.8,0
inf_100818,Riley Johnson,Instagram,Education,Japan,5474,1562,3.5,302,2023,834,2,116,4,447,0.0252,-249,0.5,0,0.289,Reel,0.459,0.021,0.346,0.135,0.127,0.371,0.409,0.587,0.004,4562.88,0.028
inf_100819,Reese Walker,Instagram,Photography,Brazil,3283,568,5.78,71,2020,1903,1,46,1,147,0.0223,46,0.414,0,0.201,Carousel,0.427,0.02,0.268,0.202,0.174,0.337,0.646,0.351,0.003,971.52,0.018
inf_100820,Skyler Moore,TikTok,Health,France,1623,179,9.07,47,2017,2977,6,36,2,3671,0.0221,5,0.372,0,-0.723,Short,0.372,0.006,0.109,0.097,0.076,0.711,0.188,0.812,0,1956.83,0.004
inf_100821,Kai Nguyen,Instagram,Education,United Kingdom,16907,4698,3.6,163,2022,1302,6,197,16,339,0.0151,658,0.327,0,0.085,Photo,0.567,0.044,0.312,0.284,0.039,0.321,0.513,0.485,0.002,622.7,0.075
inf_100822,Parker Hall,Instagram,Beauty,Brazil,776,159,4.88,106,2019,2533,1,19,1,50,0.0243,22,0.076,0,-0.034,Reel,0.495,0.089,0.283,0.172,0.063,0.394,0.558,0.441,0.001,1972.91,0.048
inf_100823,Sydney Garcia,Instagram,Gaming,Indonesia,22114,13924,1.59,506,2018,2562,4,254,15,865,0.0161,426,0.594,0,-0.076,Photo,0.181,0.029,0.196,0.198,0.145,0.432,0.487,0.509,0.004,526.49,0.039
inf_100824,Morgan Lopez,YouTube,Beauty,United States,1780,222,8.02,424,2018,2565,8,57,4,3221,0.0342,42,0.196,0,0.523,Long-form,0.206,0.052,0.117,0.213,0.155,0.463,0.671,0.327,0.002,1900.3,0.072
inf_100825,Blake Kumar,Twitter,Fashion,Germany,1327,76,17.46,132,2020,2117,6,34,1,103,0.0242,-4,0.474,0,-0.293,Image,0.377,0.044,0.512,0.158,0.257,0.029,0.244,0.749,0.007,238.53,0
inf_100826,Hayden Kumar,Instagram,Education,Brazil,611,229,2.67,89,2019,2316,1,7,0,50,0.0187,24,0.127,1,-0.182,Reel,0.15,0.001,0.112,0.329,0.143,0.415,0.722,0.277,0.001,542.14,0.073
inf_100827,Kai Patel,Instagram,Education,United States,2863,414,6.92,79,2016,3416,1,60,9,133,0.023,68,0.441,0,0.558,Reel,0.043,0.016,0.352,0.287,0.118,0.227,0.703,0.291,0.006,599.7,0
inf_100828,Kendall Lewis,TikTok,Finance,Kenya,35100,2384,14.72,62,2020,2035,8,554,30,24228,0.0188,180,0.226,0,0.022,Live,0.314,0.014,0.376,0.277,0.126,0.208,0.236,0.762,0.001,3641.92,0.056
inf_100829,Hayden Perez,YouTube,Parenting,Philippines,20187,4494,4.49,157,2021,1644,2,304,39,49389,0.019,262,0.154,0,0.397,Live,0.173,0.02,0.153,0.352,0.141,0.333,0.34,0.657,0.003,680.3,0
inf_100830,Cameron Martin,Instagram,Fitness,Germany,30572,5620,5.44,327,2023,938,6,843,35,1990,0.0255,1080,0.2,0,0.133,Story,0.19,0.138,0.121,0.251,0.119,0.37,0.848,0.151,0.001,1593.88,0
inf_100831,Robin Brown,YouTube,Entertainment,Australia,20397,3434,5.94,74,2016,3499,6,398,30,51659,0.0183,778,0.625,0,0.026,Long-form,0,0.046,0.181,0.05,0.031,0.693,0.337,0.662,0.001,3175.03,0
inf_100832,Taylor Lopez,Instagram,Health,United States,1093,285,3.84,42,2019,2480,4,23,1,53,0.0192,0,0.11,0,-0.164,Reel,0.387,0.024,0.218,0.304,0.073,0.382,0.097,0.898,0.005,2698.95,0
inf_100833,Rowan Taylor,Instagram,Fitness,France,3763,501,7.51,129,2024,589,2,28,4,50,0.0104,-63,0.082,0,0.442,Photo,0.026,0.033,0.126,0.127,0.032,0.682,0.526,0.466,0.007,2193.94,0.069
inf_100834,Cameron Jackson,YouTube,Fitness,India,2538,897,2.83,14,2022,1211,7,49,4,1933,0.0233,1121,0.777,1,0.204,Long-form,0.236,0.041,0.152,0.233,0.054,0.52,0.59,0.408,0.002,510.62,0
inf_100835,Emerson White,Instagram,Parenting,Philippines,53705,12513,4.29,242,2017,2970,1,1198,156,3871,0.0291,-114,0.007,0,-0.003,Photo,0.039,0.085,0.131,0.415,0.253,0.116,0.062,0.936,0.002,652.91,0
inf_100836,Avery Lopez,Twitter,Photography,United States,651,46,14.15,146,2016,3288,6,16,1,50,0.0245,9,0.524,0,0.018,Text,0.154,0.039,0.193,0.238,0.013,0.516,0.497,0.502,0.001,1017.32,0
inf_100837,Jules Martinez,Instagram,Education,Kenya,26696,7025,3.8,137,2018,2659,3,417,17,923,0.0161,1226,0.566,0,0.194,Photo,0.311,0.014,0.065,0.197,0.098,0.626,0.209,0.789,0.002,1370.55,0
inf_100838,Jamie Gonzalez,YouTube,Entertainment,Japan,36919,5494,6.72,71,2021,1704,2,440,74,60130,0.0138,-152,0.057,0,-0.14,Long-form,0.016,0.013,0.061,0.155,0.061,0.708,0.248,0.751,0.001,1316.83,0.027
inf_100839,Jules Wilson,YouTube,Beauty,Germany,165243,98036,1.69,470,2016,3321,4,1150,86,294797,0.0057,3576,0.422,0,-0.464,Long-form,0.059,0.021,0.232,0.334,0.112,0.301,0.623,0.376,0,5000,0.013
inf_100840,Jordan Nguyen,Instagram,Tech,Australia,3317,381,8.71,19,2024,656,6,75,2,128,0.0338,15,0.543,0,0.047,Photo,0.589,0.001,0.364,0.14,0.159,0.335,0.786,0.208,0.006,1405.44,0
inf_100841,Skyler Taylor,YouTube,Art,Brazil,27653,1955,14.14,408,2018,2626,1,918,62,36530,0.0241,292,0.679,0,-0.244,Long-form,0.472,0.156,0.28,0.296,0.105,0.163,0.631,0.369,0.001,3838.3,0.071
inf_100842,Rowan Taylor,Instagram,Health,Japan,245980,26458,9.3,95,2017,3180,5,3986,293,7482,0.0234,4695,0.983,1,0.189,Carousel,0.423,0.023,0.308,0.37,0.02,0.28,0.523,0.475,0.002,1996.37,0
inf_100843,Cameron White,Twitter,Education,Kenya,1646,234,7.03,425,2020,1948,5,53,1,114,0.0266,76,0.426,0,-0.049,Image,0.23,0.04,0.126,0.249,0.066,0.518,0.376,0.618,0.006,1621.84,0
inf_100844,Cameron Patel,Instagram,Food,Nigeria,548,89,6.16,261,2017,3017,4,8,0,50,0.0177,10,0.281,1,-0.33,Photo,0.07,0.028,0.05,0.136,0.131,0.656,0.643,0.355,0.002,953.73,0.065
inf_100845,Harper Martin,Instagram,Tech,Philippines,500,127,3.94,22,2022,1335,2,14,1,50,0.023,-34,0.049,0,0.167,Story,0.467,0.041,0.292,0.322,0.275,0.07,0.459,0.54,0.001,714.47,0.081
inf_100846,Skyler Kumar,Instagram,Parenting,Nigeria,19984,803,24.89,356,2021,1581,2,216,26,470,0.0164,80,0.144,0,-0.283,Carousel,0.45,0.037,0.089,0.352,0.242,0.28,0.49,0.508,0.002,1514.31,0
inf_100847,Alex Taylor,Twitter,Travel,Spain,500,44,11.36,229,2022,1375,8,9,0,50,0.0219,29,0.123,1,0.232,Text,0,0.001,0.39,0.179,0.058,0.372,0.53,0.468,0.003,1637.65,0
inf_100848,Jules Martin,YouTube,Gaming,Mexico,4876,907,5.38,7,2020,2003,6,79,13,5228,0.0187,216,0.097,0,-0.531,Long-form,0.274,0.036,0.147,0.084,0.06,0.673,0.747,0.249,0.004,1590.02,0
inf_100849,Elliot Harris,YouTube,Health,Mexico,17809,1139,15.64,29,2021,1822,5,740,34,53354,0.0298,600,0.52,0,0.023,Shorts,0.196,0.001,0.127,0.162,0.077,0.633,0.818,0.177,0.005,647.27,0.058
inf_100850,Sam Hall,Instagram,Beauty,Canada,8593,2211,3.89,202,2019,2486,9,466,58,568,0.0391,390,0.239,0,0.193,Carousel,0.261,0.016,0.05,0.056,0.193,0.684,0.343,0.655,0.002,1593.1,0
inf_100851,Reese Harris,TikTok,Gaming,Spain,14562,1297,11.23,217,2016,3510,2,149,20,29647,0.0136,506,0.253,0,-0.291,Short,0.03,0.005,0.241,0.253,0.06,0.441,0.314,0.683,0.003,5000,0
inf_100852,Parker Robinson,Instagram,Travel,India,9118,1021,8.93,275,2023,989,4,202,9,307,0.0201,408,0.178,0,0.465,Reel,0.405,0.005,0.055,0.262,0.041,0.637,0.432,0.565,0.002,355.92,0.082
inf_100853,Kendall Perez,TikTok,Education,France,57048,3322,17.17,255,2017,3076,4,1233,46,146425,0.021,-1342,0.359,0,-0.416,Short,0.194,0.031,0.141,0.367,0.161,0.301,0.541,0.458,0.001,2045.12,0
inf_100854,Cameron Clark,Instagram,Fitness,Mexico,1392,79,17.62,215,2021,1651,7,14,0,52,0.0148,11,0.551,1,0.102,Carousel,0.431,0.021,0.261,0.228,0.02,0.47,0.613,0.387,0,413.84,0.066
inf_100855,Finley Nguyen,Instagram,Education,Kenya,2163,688,3.14,291,2016,3522,1,38,2,83,0.0242,31,0.309,0,-0.418,Reel,0.224,0.054,0.26,0.349,0.151,0.185,0.194,0.805,0,307.96,0.039
inf_100856,Reese Lewis,Instagram,Health,Nigeria,1856,322,5.76,171,2024,422,4,70,3,242,0.0273,475,0.794,1,-0.362,Story,0.435,0.005,0.303,0.194,0.112,0.387,0.05,0.95,0,802.18,0.003
inf_100857,Rowan Nguyen,YouTube,Fitness,Germany,33393,3660,9.12,60,2020,2049,4,620,79,32550,0.0193,-244,0.457,0,0.127,Long-form,0.189,0.009,0.067,0.305,0.158,0.461,0.338,0.656,0.007,5000,0.013
inf_100858,Blake Lee,YouTube,Education,Canada,37362,10339,3.61,487,2017,3138,6,648,56,25338,0.0248,538,0.009,0,0.262,Long-form,0.319,0.053,0.164,0.385,0.065,0.334,0.498,0.5,0.002,670.75,0.017
inf_100859,Reese Kumar,Instagram,Finance,Mexico,13152,7752,1.7,5,2021,1669,3,213,22,414,0.0211,-539,0.115,0,0.142,Story,0,0.015,0.227,0.099,0.113,0.546,0.444,0.554,0.001,132.27,0
inf_100860,Kai Clark,TikTok,Lifestyle,United Kingdom,48975,7100,6.9,91,2020,1995,7,39,1,59872,0.001,1156,0.133,0,0.315,Short,0.259,0.012,0.091,0.05,0.106,0.741,0.237,0.763,0,5000,0.015
inf_100861,Dakota Clark,YouTube,Photography,Indonesia,1342,491,2.73,261,2024,572,5,20,3,1842,0.0151,-14,0.345,0,-0.328,Long-form,0.269,0.006,0.116,0.215,0.058,0.605,0.325,0.672,0.003,1704.47,0.061
inf_100862,Kai Martin,YouTube,Parenting,Brazil,127432,38425,3.32,111,2019,2272,2,3221,152,166552,0.0291,-7045,0.263,0,-0.39,Long-form,0.218,0.046,0.05,0.268,0.085,0.551,0.814,0.185,0.002,766.14,0.001
inf_100863,Harper Garcia,Instagram,Entertainment,India,73097,14373,5.09,5,2021,1531,5,1623,125,3624,0.023,767,0.041,0,0.304,Photo,0.106,0.055,0.306,0.384,0.195,0.059,0.483,0.516,0,1785.85,0.006
inf_100864,Blake Wang,Instagram,Photography,Canada,20731,3644,5.69,14,2023,777,4,15,0,50,0.001,1170,0.08,1,-0.42,Reel,0.709,0.012,0.2,0.05,0.058,0.68,0.651,0.349,0.001,3259.77,0
inf_100865,Kendall Jackson,YouTube,Photography,United Kingdom,153072,81821,1.87,209,2020,1983,5,956,40,147418,0.0073,-7198,0.199,0,-0.284,Shorts,0.144,0.069,0.079,0.212,0.063,0.578,0.424,0.573,0.003,5000,0
inf_100866,Blake Smith,Instagram,Food,Japan,500,30,16.67,670,2022,1440,1,11,1,50,0.0339,1,0.274,0,0.028,Photo,0.369,0.018,0.121,0.225,0.048,0.588,0.472,0.525,0.002,475.1,0.028
inf_100867,Cameron Lewis,Instagram,Education,Spain,2761,1049,2.63,161,2022,1405,3,64,8,158,0.0179,-107,0.031,0,0.203,Carousel,0.127,0.003,0.15,0.222,0.02,0.606,0.461,0.539,0,1129.4,0.064
inf_100868,Hayden Smith,TikTok,Gaming,Canada,2274,343,6.63,141,2017,3142,6,1,0,3434,0.001,40,0.019,1,0.202,Short,0.088,0.048,0.286,0.129,0.154,0.382,0.202,0.794,0.004,5000,0
inf_100869,Sydney Davis,Twitter,Tech,Brazil,14031,1726,8.13,77,2022,1104,7,505,54,595,0.0299,507,0.088,0,-0.298,Thread,0.366,0.068,0.057,0.185,0.056,0.634,0.279,0.721,0,273.84,0
inf_100870,Dakota Garcia,Instagram,Education,Germany,1190,69,17.25,59,2022,1168,5,33,5,50,0.0318,-17,0.765,1,-0.026,Photo,0.573,0.007,0.343,0.399,0.133,0.118,0.334,0.664,0.002,571.27,0
inf_100871,Taylor Hall,Instagram,Fitness,Kenya,21468,3085,6.96,5,2023,783,3,287,29,726,0.0137,-58,0.127,0,-0.227,Reel,0.082,0.017,0.136,0.183,0.049,0.616,0.529,0.468,0.003,542.89,0
inf_100872,Cameron Miller,YouTube,Food,India,79272,4077,19.44,64,2022,1283,3,1878,172,74026,0.0284,439,0.397,0,0.149,Long-form,0.375,0.003,0.11,0.113,0.25,0.525,0.203,0.793,0.004,221.17,0.011
inf_100873,Dakota Rodriguez,Instagram,Photography,Australia,19432,6598,2.95,119,2018,2613,2,316,18,1147,0.0141,917,0.179,0,0.13,Carousel,0.583,0.032,0.368,0.437,0.059,0.103,0.442,0.558,0.001,1995.75,0.014
inf_100874,Riley Lee,Instagram,Art,Nigeria,10060,1516,6.64,44,2020,1830,2,206,7,313,0.0161,-321,0.1,0,0.361,Story,0.377,0.055,0.096,0.167,0.124,0.559,0.686,0.306,0.009,2388.94,0.109
inf_100875,Casey Lewis,Instagram,Finance,Spain,1315,373,3.53,18,2020,1890,2,21,2,50,0.0198,-5,0.255,0,-0.001,Photo,0.27,0.065,0.158,0.161,0.026,0.59,0.382,0.614,0.004,2690.86,0.1
inf_100876,Robin Perez,TikTok,Entertainment,Germany,1902,312,6.1,253,2016,3518,4,8,0,2869,0.0058,109,0.127,1,-0.045,Short,0.518,0.004,0.294,0.276,0.012,0.415,0.849,0.144,0.007,4604.86,0.045
inf_100877,Rowan Anderson,YouTube,Tech,Indonesia,65327,14569,4.48,450,2024,444,3,1672,173,193540,0.0224,-772,0.422,0,0.554,Shorts,0.089,0.053,0.143,0.279,0.07,0.454,0.751,0.247,0.003,210.33,0
inf_100878,Drew Hall,Instagram,Travel,United Kingdom,22232,2414,9.21,552,2018,2601,5,414,21,1201,0.0247,-41,0.148,0,-0.464,Carousel,0.352,0.028,0.293,0.15,0.053,0.476,0.1,0.898,0.002,695.25,0
inf_100879,Avery Robinson,Instagram,Food,Japan,6002,807,7.44,192,2020,1868,5,120,18,247,0.0181,92,0.096,0,0.656,Reel,0.105,0.007,0.073,0.245,0.224,0.451,0.337,0.662,0.001,5000,0
inf_100880,Riley Kumar,Instagram,Fashion,Philippines,3273,246,13.3,11,2016,3592,6,65,11,68,0.0295,261,0.394,0,-0.025,Reel,0.093,0.045,0.308,0.17,0.273,0.205,0.421,0.577,0.001,660.94,0.005
inf_100881,Lee Robinson,YouTube,Food,Japan,500,140,3.57,270,2022,1192,5,5,0,804,0.0096,-12,0.451,1,-0.384,Shorts,0.371,0.001,0.05,0.337,0.076,0.535,0.114,0.883,0.003,1386.15,0.042
inf_100882,Parker Lewis,Instagram,Lifestyle,Indonesia,1151,138,8.34,23,2016,3596,6,36,5,58,0.0315,38,0.461,0,-0.157,Carousel,0.166,0.018,0.099,0.175,0.059,0.649,0.311,0.682,0.008,500.94,0
inf_100883,Cameron Harris,Instagram,Fitness,Brazil,136030,37772,3.6,222,2017,3166,2,1959,312,5765,0.0208,-3487,0.203,0,0.322,Carousel,0.218,0.131,0.33,0.265,0.05,0.224,0.153,0.839,0.009,458.92,0
inf_100884,Jules Miller,TikTok,Beauty,Canada,951,12,79.25,302,2017,3238,5,19,3,1782,0.0182,-19,0.192,0,0.315,Short,0.543,0.043,0.238,0.161,0.105,0.454,0.697,0.299,0.004,1691.16,0.026
inf_100885,Finley Wang,Instagram,Photography,India,8651,3261,2.65,259,2020,1982,5,208,15,373,0.0252,-47,0.366,0,0.662,Photo,0.372,0.009,0.28,0.133,0.151,0.427,0.691,0.302,0.007,842.89,0
inf_100886,Hayden Johnson,YouTube,Finance,Mexico,44343,7244,6.12,607,2022,1432,1,435,61,21549,0.0127,1062,0.438,0,0.082,Shorts,0.325,0.022,0.379,0.466,0.079,0.054,0.56,0.431,0.009,5000,0
inf_100887,Casey Clark,Instagram,Lifestyle,Brazil,858,208,4.12,268,2021,1550,4,27,1,88,0.0365,-6,0.299,0,0.144,Photo,0.475,0.035,0.123,0.05,0.065,0.727,0.712,0.286,0.003,1373.27,0
inf_100888,Morgan Walker,Instagram,Parenting,Japan,8586,115,74.66,236,2020,2121,2,223,26,614,0.0262,120,0.164,0,0.354,Photo,0.609,0.04,0.206,0.374,0.015,0.365,0.699,0.298,0.003,247.27,0
inf_100889,Kai Harris,Instagram,Beauty,Philippines,28653,953,30.07,61,2020,2049,1,444,58,1565,0.023,-330,0.503,0,-0.579,Story,0.221,0.006,0.174,0.208,0.195,0.417,0.595,0.403,0.002,379.71,0.045
inf_100890,Kai Gonzalez,TikTok,Food,United Kingdom,7521,4764,1.58,517,2020,2024,3,182,25,7531,0.0178,94,0.331,0,0.017,Short,0.528,0.011,0.393,0.25,0.121,0.225,0.811,0.186,0.003,2010.93,0
inf_100891,Jules Lewis,TikTok,Lifestyle,Germany,725713,82978,8.75,40,2023,874,3,18226,968,1496948,0.0222,-20996,0.478,0,0.08,Short,0.738,0.022,0.34,0.344,0.116,0.178,0.265,0.731,0.004,3051.33,0
inf_100892,Robin Davis,TikTok,Photography,Indonesia,510,209,2.44,471,2020,1901,2,13,2,316,0.0389,-14,0.134,0,-0.362,Short,0.416,0.004,0.066,0.237,0.017,0.676,0.591,0.408,0.001,896.94,0.017
inf_100893,Taylor Lewis,Instagram,Finance,United States,34763,3341,10.4,75,2023,1059,1,1429,124,2679,0.0327,-188,0.332,0,0.012,Reel,0.643,0.078,0.158,0.191,0.122,0.45,0.501,0.492,0.006,1455.14,0
inf_100894,Skyler Patel,YouTube,Food,Australia,6710,1174,5.72,28,2016,3644,8,98,5,13907,0.0172,190,0.255,0,-0.124,Long-form,0.286,0.011,0.07,0.337,0.097,0.485,0.199,0.8,0.001,1318.9,0
inf_100895,Avery Thomas,Instagram,Food,Australia,21970,4106,5.35,351,2021,1485,1,641,68,2228,0.0271,347,0.102,0,0.064,Reel,0.029,0.033,0.059,0.186,0.087,0.636,0.27,0.727,0.003,4806.41,0.015
inf_100896,Jordan Lopez,Instagram,Beauty,Canada,12945,1214,10.66,5,2019,2433,3,349,55,685,0.0329,-171,0.134,0,0.588,Photo,0,0.003,0.226,0.159,0.043,0.569,0.45,0.545,0.005,1313.68,0.092
inf_100897,Rowan Martin,TikTok,Travel,Spain,2281,366,6.23,357,2021,1743,6,57,9,5604,0.0213,-55,0.424,0,0.656,Short,0.314,0.083,0.087,0.106,0.11,0.615,0.513,0.482,0.005,4560.45,0
inf_100898,Dakota Martin,Instagram,Food,Brazil,9217,614,15.01,61,2019,2339,6,365,50,1107,0.0336,378,0.319,0,0.021,Photo,0,0.044,0.085,0.459,0.06,0.352,0.05,0.949,0.001,510.22,0.03
inf_100899,Avery Taylor,Instagram,Tech,Philippines,500,225,2.22,432,2020,1893,2,14,0,50,0.028,25,0.413,1,0.187,Photo,0.293,0.076,0.281,0.205,0.033,0.405,0.357,0.64,0.003,77.29,0.002
inf_100900,Skyler Robinson,Instagram,Gaming,France,16773,3370,4.98,235,2021,1792,4,163,6,591,0.0123,423,0.162,0,0.414,Photo,0.097,0.004,0.165,0.312,0.082,0.438,0.846,0.151,0.002,2332.59,0
inf_100901,Blake Davis,Instagram,Health,Nigeria,10294,1741,5.91,219,2021,1611,5,126,4,318,0.0153,213,0.062,0,0.225,Carousel,0.275,0.109,0.123,0.154,0.132,0.482,0.259,0.737,0.004,1817.04,0
inf_100902,Jordan Martin,Instagram,Photography,Nigeria,17751,1213,14.63,91,2023,764,5,140,5,412,0.0087,-961,0.328,0,-0.404,Story,0.193,0.038,0.307,0.467,0.011,0.177,0.463,0.534,0.003,4210.85,0.055
inf_100903,Morgan Wilson,YouTube,Beauty,Nigeria,48087,11333,4.24,12,2019,2401,5,661,53,78776,0.0192,1337,0.06,0,0.118,Shorts,0.271,0.009,0.171,0.434,0.036,0.35,0.105,0.892,0.003,1383.26,0.056
inf_100904,Alex Moore,Instagram,Travel,Philippines,11505,694,16.58,354,2017,2972,1,199,14,469,0.0199,663,0.216,0,-0.102,Reel,0.183,0.066,0.168,0.458,0.118,0.191,0.559,0.439,0.001,1723.35,0.065
inf_100905,Kendall Thomas,TikTok,Fashion,Canada,9343,658,14.2,37,2016,3468,2,248,9,24194,0.0231,394,0.183,0,0.328,Short,0,0.043,0.189,0.242,0.034,0.493,0.95,0.05,0,945.21,0.093
inf_100906,Quinn Hall,TikTok,Photography,Indonesia,1800,166,10.84,93,2023,853,4,84,13,1972,0.037,73,0.395,0,-0.146,Short,0.281,0.07,0.406,0.172,0.049,0.304,0.296,0.699,0.005,1173.43,0
inf_100907,Reese Nguyen,Instagram,Beauty,Canada,2044,47,43.49,183,2024,652,3,41,4,50,0.0236,-81,0.303,0,0.079,Photo,0.285,0.108,0.171,0.25,0.1,0.371,0.406,0.592,0.001,295.74,0
inf_100908,Blake Johnson,Instagram,Education,Germany,42664,2557,16.69,132,2021,1768,4,589,86,2143,0.0176,-475,0.498,0,0.109,Reel,0.454,0.115,0.095,0.299,0.041,0.449,0.574,0.424,0.002,1446.97,0.007
inf_100909,Blake Robinson,Instagram,Travel,Germany,63609,11572,5.5,44,2023,801,2,1424,113,4948,0.0177,360,0.136,0,-0.17,Carousel,0.366,0.003,0.124,0.196,0.062,0.616,0.188,0.81,0.002,5000,0.016
inf_100910,Hayden Hall,YouTube,Fashion,Canada,6044,1401,4.31,30,2019,2542,6,45,3,7795,0.0057,-69,0.097,0,-0.237,Long-form,0.713,0.038,0.246,0.463,0.253,0,0.868,0.13,0.002,4273.43,0.035
inf_100911,Charlie Martinez,Instagram,Finance,Nigeria,6877,412,16.69,26,2023,805,1,178,12,277,0.0279,-171,0.219,0,-0.291,Story,0.215,0.002,0.21,0.387,0.231,0.17,0.606,0.389,0.005,711.43,0
inf_100912,Blake Rodriguez,YouTube,Fashion,Brazil,2080,534,3.9,398,2020,1881,5,28,2,4417,0.0223,47,0.386,0,0.542,Long-form,0.303,0,0.337,0.405,0.068,0.19,0.308,0.69,0.002,2716.63,0.026
inf_100913,Jordan Garcia,Instagram,Beauty,United Kingdom,41722,11726,3.56,6,2022,1154,2,979,115,1210,0.0203,1665,0.264,0,0.256,Reel,0.281,0.004,0.29,0.228,0.01,0.468,0.585,0.411,0.004,4781.76,0
inf_100914,Sam Smith,YouTube,Fashion,Spain,25653,7985,3.21,755,2022,1361,3,586,57,37046,0.0186,-818,0.291,0,0.058,Long-form,0.181,0.081,0.296,0.088,0.076,0.459,0.586,0.412,0.002,2336.52,0
inf_100915,Cameron Wilson,Instagram,Art,Brazil,142673,45366,3.14,44,2021,1633,1,1694,260,2130,0.0193,5869,0.237,0,0.351,Photo,0,0,0.05,0.202,0.087,0.66,0.357,0.635,0.008,1258.9,0.058
inf_100916,Jordan Wang,Instagram,Tech,United Kingdom,1567,232,6.75,23,2016,3488,4,19,3,53,0.0115,26,0.281,0,0.436,Carousel,0.614,0.038,0.143,0.219,0.068,0.533,0.312,0.687,0.001,4888.9,0
inf_100917,Morgan Perez,Twitter,Art,United States,2415,303,7.97,172,2017,3133,5,60,5,64,0.0235,142,0.586,0,-0.006,Text,0.252,0.053,0.173,0.088,0.074,0.612,0.736,0.26,0.004,661.13,0
inf_100918,Robin Garcia,TikTok,Parenting,Canada,10677,1803,5.92,17,2017,3276,7,156,9,21342,0.0162,361,0.069,0,0.225,Live,0.319,0.061,0.138,0.264,0.199,0.337,0.577,0.421,0.002,5000,0.001
inf_100919,Skyler Lopez,Instagram,Beauty,Nigeria,17975,3667,4.9,184,2018,2642,4,452,77,1364,0.021,250,0.27,0,-0.139,Reel,0.322,0.08,0.329,0.22,0.034,0.337,0.377,0.621,0.003,1514.91,0.021
inf_100920,Rowan Martin,TikTok,Travel,Australia,5221,1554,3.36,380,2018,2877,1,65,8,8433,0.0133,74,0.108,0,0.61,Short,0.154,0.058,0.239,0.106,0.044,0.554,0.473,0.519,0.008,1610.8,0.007
inf_100921,Dakota White,YouTube,Finance,Spain,2188,90,24.31,10,2024,550,6,70,8,1690,0.0282,22,0.214,0,0.09,Live,0.255,0.032,0.171,0.344,0.065,0.387,0.831,0.169,0.001,4219.42,0
inf_100922,Robin Rodriguez,TikTok,Tech,Japan,30204,5751,5.25,322,2024,526,5,619,86,17329,0.0202,1950,0.04,0,0.457,Short,0.152,0.009,0.193,0.107,0.06,0.632,0.404,0.596,0,923.16,0
inf_100923,Sydney Harris,TikTok,Finance,Brazil,23371,3796,6.16,100,2016,3635,4,183,5,26780,0.0098,663,0.159,0,0.46,Short,0.283,0.059,0.264,0.29,0.279,0.109,0.471,0.525,0.003,1362.51,0
inf_100924,Dakota Garcia,Instagram,Parenting,France,1475,263,5.61,35,2018,2813,3,53,1,126,0.0335,-2,0.199,0,0.129,Photo,0.452,0.017,0.344,0.141,0.092,0.405,0.133,0.866,0.001,1518.38,0
inf_100925,Kendall Rodriguez,Instagram,Parenting,Philippines,55885,7665,7.29,39,2020,1844,4,1022,45,2991,0.0154,1513,0.662,0,0.329,Carousel,0.036,0.035,0.16,0.102,0.092,0.611,0.234,0.764,0.002,533.01,0.085
inf_100926,Blake Wang,Instagram,Lifestyle,Kenya,41550,4267,9.74,502,2022,1155,4,966,42,969,0.0169,996,0.233,0,-0.316,Photo,0.238,0.01,0.338,0.269,0.143,0.239,0.734,0.261,0.005,1514.42,0
